source,target,distance_km,intersections
3662,3812,4.341394169106375,1
3662,4030,3.4002382105041464,1
3662,4032,3.054090500566152,1
3662,4034,2.817670617057728,1
3662,4035,2.865376639263227,1
3662,4040,3.6056458333823835,1
3662,4043,4.776054227908018,1
3662,4051,4.032497786812287,1
3662,4057,4.804775054957315,1
3662,4063,4.651836189146353,1
3662,4262,1.798895598868654,1
3662,4263,1.580920401530881,1
3662,4264,1.777193835524736,1
3662,4266,14493.78402337055,1
3662,4270,2.3567915729313222,1
3662,4272,3.068436915802823,1
3662,4273,4.4124728736817245,1
3662,4321,2.1182688148973803,1
3662,4324,0.8572199557206966,1
3662,4335,0.7249038025035348,1
3662,4812,2.412011741614033,1
3662,4821,1.7367498848538179,1
3682,970,3.3781792147572327,1
3682,2000,1.6545746459239543,1
3682,2200,2.2972082033209853,1
3682,2820,7.472252678454474,1
3682,2825,6.385129789684893,1
3682,2827,6.464147558497529,1
3682,2846,4.359853642944206,1
3682,3001,7.011889011499127,1
3682,3002,6.648779751641837,1
3682,3120,3.828612403249651,1
3682,3122,3.1942806669022095,1
3682,3126,1.0326590319880056,1
3682,3127,2.128255767436023,1
3682,3180,4.688417865268146,1
3682,3662,6.855973959979454,1
3682,3685,1.9896926271309272,1
3682,3804,3.0584269567210156,1
3682,3812,3.144212265344109,1
3682,4030,5.504916518399651,1
3682,4032,4.993008447023764,1
3682,4034,4.346632643897221,1
3682,4035,4.037586529808005,1
3682,4040,3.6805520681254484,1
3682,4043,4.037129432433718,1
3682,4051,5.328791291462033,1
3682,4057,3.8617525334094744,1
3682,4063,2.94793106440855,1
3682,4262,7.3991332962214145,1
3682,4263,6.503152392028208,1
3682,4264,5.711884558572687,1
3682,4266,14496.2985722126,1
3682,4270,5.676801526843907,1
3682,4272,4.454342686545005,1
3682,4273,4.787214842996675,1
3682,4321,5.797331371600377,1
3682,4324,6.078812001094582,1
3682,4335,6.413744130812979,1
3682,4812,7.134897048259635,1
3682,4821,8.222064387234411,1
3685,970,1.388490907417937,1
3685,2000,0.3351267631352136,1
3685,2200,4.281965764622173,1
3685,2820,8.663135045510156,1
3685,2825,8.067547932201661,1
3685,2827,8.326777354735757,1
3685,2846,3.2276042483693104,1
3685,3001,7.70514753475932,1
3685,3002,7.3758979393341715,1
3685,3120,4.7914997765792116,1
3685,3122,4.284428784602368,1
3685,3126,3.022223539274557,1
3685,3127,3.574246049959063,1
3685,3180,6.571960263827834,1
3685,3662,7.741687864565774,1
3685,3682,1.9896926271309272,1
3685,3804,3.637146886794779,1
3685,3812,3.4518463106683837,1
3685,4030,7.120386742616059,1
3685,4032,6.515891928617436,1
3685,4034,5.673714996683771,1
3685,4035,5.196825007735577,1
3685,4040,4.172284727930534,1
3685,4043,3.7115682409890756,1
3685,4051,7.0540353526598505,1
3685,4057,5.695989395723848,1
3685,4063,4.676213780223499,1
3685,4262,7.839635243073448,1
3685,4263,6.994948547564576,1
3685,4264,6.264516914196782,1
3685,4266,14494.789732096568,1
3685,4270,6.027517021471561,1
3685,4272,4.856117013447296,1
3685,4273,4.492321114387522,1
3685,4321,7.148786550161058,1
3685,4324,7.080361182948115,1
3685,4335,7.4525996001708705,1
3685,4812,7.389444535215695,1
3685,4821,8.820828465767015,1
3804,970,4.538261974610328,1
3804,2000,3.4652843884144784,1
3804,2200,3.657554095771282,1
3804,2820,5.1107237423059075,1
3804,2825,5.192953549255121,1
3804,2827,5.9689053343345275,1
3804,2846,3.1329503708136235,1
3804,3001,4.096916747249093,1
3804,3002,3.75560361969736,1
3804,3120,1.2691198552413188,1
3804,3122,1.07590791595624,1
3804,3126,3.253702386042331,1
3804,3127,1.6437437449300525,1
3804,3180,4.538140600541146,1
3804,3662,4.1047764678526555,1
3804,3682,3.0584269567210156,1
3804,3685,3.637146886794779,1
3804,3812,0.46631455726208215,1
3804,4030,4.19205020711001,1
3804,4032,3.4808856081928403,1
3804,4034,2.4428459919314265,1
3804,4035,1.8202270730535075,1
3804,4040,0.622125696338341,1
3804,4043,1.7287628732727112,1
3804,4051,4.394806055331853,1
3804,4057,3.651337703010584,1
3804,4063,2.6436940354295033,1
3804,4262,4.366968363412168,1
3804,4263,3.479842336634514,1
3804,4264,2.7036826023305722,1
3804,4266,14494.288350043415,1
3804,4270,2.618966845955154,1
3804,4272,1.3960583086896923,1
3804,4273,2.187797074717519,1
3804,4321,3.7938027403519263,1
3804,4324,3.4682361472664605,1
3804,4335,3.8479118014069407,1
3804,4812,4.07648444419244,1
3804,4821,5.258845311989953,1
3812,970,4.2419098159870865,1
3812,2000,3.317416663605415,1
3812,2200,4.001199288160943,1
3812,2820,5.439596951672142,1
3812,2825,5.645837261381023,1
3812,2827,6.435106773473022,1
3812,2846,2.6705035106869315,1
3812,3001,4.255934075820388,1
3812,3002,3.9328844061662207,1
3812,3120,1.673527724606296,1
3812,3122,1.5415625605591066,1
3812,3126,3.4753919320783844,1
3812,3127,2.0140044299188444,1
3812,3180,4.997574571014315,1
3812,3662,4.341394169106375,1
3812,3682,3.144212265344109,1
3812,3685,3.4518463106683837,1
3812,3804,0.46631455726208215,1
3812,4030,4.646059194908997,1
3812,4032,3.931858885508856,1
3812,4034,2.8850647452192706,1
3812,4035,2.250407006991681,1
3812,4040,0.7357675690748293,1
3812,4043,1.2858582721340763,1
3812,4051,4.858996854857039,1
3812,4057,4.105292134267879,1
3812,4063,3.081240264241119,1
3812,4262,4.41969777039511,1
3812,4263,3.555553619574846,1
3812,4264,2.8133082704653303,1
3812,4266,14493.90528227342,1
3812,4270,2.6224888709253267,1
3812,4272,1.4143925113129399,1
3812,4273,1.8235734970574016,1
3812,4321,4.198543970748598,1
3812,4324,3.764037740651731,1
3812,4335,4.148378586789007,1
3812,4812,4.049750715287613,1
3812,4821,5.372600642079232,1
4030,970,8.342097632518295,1
4030,2000,6.8333089696135145,1
4030,2200,3.883993748821142,1
4030,2820,2.790460638004953,1
4030,2825,1.0016801733233087,1
4030,2827,2.088193134692335,1
4030,2846,7.311293718077863,1
4030,3001,4.0950173632986955,1
4030,3002,3.8121698120120135,1
4030,3120,3.039722002741842,1
4030,3122,3.139160350046702,1
4030,3126,4.794493808278895,1
4030,3127,3.5461698368452645,1
4030,3180,1.8644702250804703,1
4030,3662,3.4002382105041464,1
4030,3682,5.504916518399651,1
4030,3685,7.120386742616059,1
4030,3804,4.19205020711001,1
4030,3812,4.646059194908997,1
4030,4032,0.7210382145737863,1
4030,4034,1.783793338576683,1
4030,4035,2.435411837069443,1
4030,4040,4.155195703347238,1
4030,4043,5.759562119508965,1
4030,4051,0.6426775089943114,1
4030,4057,1.9644856486464592,1
4030,4063,2.566693585752371,1
4030,4262,5.071328377424595,1
4030,4263,4.467220500428969,1
4030,4264,4.015209227729048,1
4030,4266,14497.056186614735,1
4030,4270,4.572879965495887,1
4030,4272,4.263942268092142,1
4030,4273,5.873795536778963,1
4030,4321,1.2823737208081911,1
4030,4324,2.68550954402873,1
4030,4335,2.676373174101223,1
4030,4812,5.461452718012726,1
4030,4821,5.11852788432492,1
4032,970,7.703589893942237,1
4032,2000,6.23973138963214,1
4032,2200,3.6062243219581918,1
4032,2820,2.7984575802498246,1
4032,2825,1.7147806129975278,1
4032,2827,2.7369735254279126,1
4032,2846,6.594088910333208,1
4032,3001,3.6797883888716525,1
4032,3002,3.3628613605226882,1
4032,3120,2.3186851935143737,1
4032,3122,2.438962374861003,1
4032,3126,4.370621144760625,1
4032,3127,2.9535332603777067,1
4032,3180,2.0790997607871806,1
4032,3662,3.054090500566152,1
4032,3682,4.993008447023764,1
4032,3685,6.515891928617436,1
4032,3804,3.4808856081928403,1
4032,3812,3.931858885508856,1
4032,4030,0.7210382145737863,1
4032,4034,1.0627556136699765,1
4032,4035,1.7143746831576974,1
4032,4040,3.434159061599246,1
4032,4043,5.038526138411715,1
4032,4051,1.1374199187766099,1
4032,4057,1.8363893047815785,1
4032,4063,2.126719072369851,1
4032,4262,4.6061151089455645,1
4032,4263,3.929680953413157,1
4032,4264,3.408031821418538,1
4032,4266,14496.504230399403,1
4032,4270,3.9361255860117264,1
4032,4272,3.556965197909609,1
4032,4273,5.159914458854376,1
4032,4321,1.0467052974696838,1
4032,4324,2.254572270927857,1
4032,4335,2.3397089024971143,1
4032,4812,4.923071557416936,1
4032,4821,4.790674574270434,1
4034,970,6.791782732566247,1
4034,2000,5.420392555038822,1
4034,2200,3.438455354768709,1
4034,2820,3.1307937116735234,1
4034,2825,2.773441802536481,1
4034,2827,3.7413226047271024,1
4034,2846,5.538592845405346,1
4034,3001,3.269317016605584,1
4034,3002,2.90893402924699,1
4034,3120,1.2559301327330454,1
4034,3122,1.4440647893444705,1
4034,3126,3.9064369305257256,1
4034,3127,2.221643024485315,1
4034,3180,2.731298258106091,1
4034,3662,2.817670617057728,1
4034,3682,4.346632643897221,1
4034,3685,5.673714996683771,1
4034,3804,2.4428459919314265,1
4034,3812,2.8850647452192706,1
4034,4030,1.783793338576683,1
4034,4032,1.0627556136699765,1
4034,4035,0.6516194688658982,1
4034,4040,2.3714039253381496,1
4034,4043,3.975771417312627,1
4034,4051,2.1179302578137533,1
4034,4057,2.1317945445081263,1
4034,4063,1.83552472045168,1
4034,4262,4.060560784648851,1
4034,4263,3.270211153569416,1
4034,4264,2.621738341613342,1
4034,4266,14495.69166971273,1
4034,4270,3.067454279466889,1
4034,4272,2.5299363660445633,1
4034,4273,4.112567054747294,1
4034,4321,1.4783993638786814,1
4034,4324,1.9614629849004594,1
4034,4335,2.210871361387467,1
